archivo,codigo,nombre_planilla,precio_solo_planilla,slug_sugerido,nombre_catalogo,coincidencia,precio_catalogo,revisar,precios_con_accesorios_json
nhp 20.xlsx,B056,BODY 125 CRISTAL ,435,body-125-cc-cristal,Body 125 cc Cristal,1.0,435,No,"{""crema premium blanca (B040) negra (B041)"": 1493, ""crema gota gota negra/blanca"": 965, ""crema gota gota ENFUNDADA"": 1556, ""spray blanca/ negra"": 778, ""spray enfundada plata oro b114 / B115"": 1556, ""tapa flip on top blanca (B053) negra (J010)"": 654, ""tapa ciega blanca (H012)"": 585, ""difusora plastica VARIOS COLORES"": 585}"
nhp 20.xlsx,B057,BODY 125 BLANCO,468,body-125-cc-blanco,Body 125 cc Blanco,1.0,468,No,"{""crema premium blanca (B040) negra (B041)"": 1526, ""crema gota gota negra/blanca"": 998, ""crema gota gota ENFUNDADA"": 1589, ""spray blanca/ negra"": 811, ""spray enfundada plata oro b114 / B115"": 1589, ""tapa flip on top blanca (B053) negra (J010)"": 687, ""tapa ciega blanca (H012)"": 618, ""difusora plastica VARIOS COLORES"": 618}"
nhp 20.xlsx,B058,BODY 125 AMBAR,468,body-125-cc-ambar,Body 125 cc Ámbar,1.0,468,No,"{""crema premium blanca (B040) negra (B041)"": 1526, ""crema gota gota negra/blanca"": 998, ""crema gota gota ENFUNDADA"": 1589, ""spray blanca/ negra"": 811, ""spray enfundada plata oro b114 / B115"": 1589, ""tapa flip on top blanca (B053) negra (J010)"": 687, ""tapa ciega blanca (H012)"": 618, ""difusora plastica VARIOS COLORES"": 618}"
nhp 20.xlsx,B104,BODY 100 CRISTAL,435,body-100-cc-cristal,Body 100 cc Cristal,1.0,435,No,"{""crema premium blanca (B040) negra (B041)"": 1493, ""crema gota gota negra/blanca"": 965, ""crema gota gota ENFUNDADA"": 1556, ""spray blanca/ negra"": 778, ""spray enfundada plata oro b114 / B115"": 1556, ""tapa flip on top blanca (B053) negra (J010)"": 654, ""tapa ciega blanca (H012)"": 585, ""difusora plastica VARIOS COLORES"": 585}"
nhp 20.xlsx,B014,SOFT 100 ML -  CRISTAL  R  20,0,soft-100-cc-cristal,Soft 100 cc Cristal,1.0,435,Sí,"{""crema premium blanca (B040) negra (B041)"": 1058, ""crema gota gota negra/blanca"": 530, ""crema gota gota ENFUNDADA"": 1121, ""spray blanca/ negra"": 343, ""spray enfundada plata oro b114 / B115"": 1121, ""tapa flip on top blanca (B053) negra (J010)"": 219, ""tapa ciega blanca (H012)"": 150, ""difusora plastica VARIOS COLORES"": 150}"
nhp 20.xlsx,B075,LONG HEAVEN 100 CRISTAL,435,long-heaven-100-cc-cristal,Long Heaven 100 cc Cristal,1.0,435,No,"{""crema premium blanca (B040) negra (B041)"": 1493, ""crema gota gota negra/blanca"": 965, ""crema gota gota ENFUNDADA"": 1556, ""spray blanca/ negra"": 778, ""spray enfundada plata oro b114 / B115"": 1556, ""tapa flip on top blanca (B053) negra (J010)"": 654, ""tapa ciega blanca (H012)"": 585, ""difusora plastica VARIOS COLORES"": 585}"
nhp 20.xlsx,B076,LONG HEAVEN 100 BLANCO,504,long-heaven-100-cc-blanco,Long Heaven 100 cc Blanco,1.0,504,No,"{""crema premium blanca (B040) negra (B041)"": 1562, ""crema gota gota negra/blanca"": 1034, ""crema gota gota ENFUNDADA"": 1625, ""spray blanca/ negra"": 847, ""spray enfundada plata oro b114 / B115"": 1625, ""tapa flip on top blanca (B053) negra (J010)"": 723, ""tapa ciega blanca (H012)"": 654, ""difusora plastica VARIOS COLORES"": 654}"
nhp 20.xlsx,B077,LONG HEAVEN 100 AMBAR,504,long-heaven-100-cc-ambar,Long Heaven 100 cc Ambar,1.0,504,No,"{""crema premium blanca (B040) negra (B041)"": 1562, ""crema gota gota negra/blanca"": 1034, ""crema gota gota ENFUNDADA"": 1625, ""spray blanca/ negra"": 847, ""spray enfundada plata oro b114 / B115"": 1625, ""tapa flip on top blanca (B053) negra (J010)"": 723, ""tapa ciega blanca (H012)"": 654, ""difusora plastica VARIOS COLORES"": 654}"
nhp 20.xlsx,B015,RO 75 BLANCO ,311,ro-75-cc-blanco,Ro 75 cc Blanco,1.0,311,No,"{""crema premium blanca (B040) negra (B041)"": 1369, ""crema gota gota negra/blanca"": 841, ""crema gota gota ENFUNDADA"": 1432, ""spray blanca/ negra"": 654, ""spray enfundada plata oro b114 / B115"": 1432, ""tapa flip on top blanca (B053) negra (J010)"": 530, ""tapa ciega blanca (H012)"": 461, ""difusora plastica VARIOS COLORES"": 461}"
nhp 20.xlsx,B016,RO 75 AMBAR,311,ro-75-cc-ambar,Ro 75 cc Ambar,1.0,311,No,"{""crema premium blanca (B040) negra (B041)"": 1369, ""crema gota gota negra/blanca"": 841, ""crema gota gota ENFUNDADA"": 1432, ""spray blanca/ negra"": 654, ""spray enfundada plata oro b114 / B115"": 1432, ""tapa flip on top blanca (B053) negra (J010)"": 530, ""tapa ciega blanca (H012)"": 461, ""difusora plastica VARIOS COLORES"": 461}"
nhp 20.xlsx,B034,HEAVEN 75 CRISTAL,328,heaven-75-cc-cristal,Heaven 75 cc Cristal,1.0,328,No,"{""crema premium blanca (B040) negra (B041)"": 1386, ""crema gota gota negra/blanca"": 858, ""crema gota gota ENFUNDADA"": 1449, ""spray blanca/ negra"": 671, ""spray enfundada plata oro b114 / B115"": 1449, ""tapa flip on top blanca (B053) negra (J010)"": 547, ""tapa ciega blanca (H012)"": 478, ""difusora plastica VARIOS COLORES"": 478}"
nhp 20.xlsx,B024,OVAL 60  BLANCO,343,oval-60-cc-blanco,Oval 60 cc Blanco,1.0,343,No,"{""crema premium blanca (B040) negra (B041)"": 1401, ""crema gota gota negra/blanca"": 873, ""crema gota gota ENFUNDADA"": 1464, ""spray blanca/ negra"": 686, ""spray enfundada plata oro b114 / B115"": 1464, ""tapa flip on top blanca (B053) negra (J010)"": 562, ""tapa ciega blanca (H012)"": 493, ""difusora plastica VARIOS COLORES"": 493}"
nhp 20.xlsx,B111,OVAL 60 CRISTAL ,311,oval-60-cc-cristal,Oval 60 cc Cristal,1.0,311,No,"{""crema premium blanca (B040) negra (B041)"": 1369, ""crema gota gota negra/blanca"": 841, ""crema gota gota ENFUNDADA"": 1432, ""spray blanca/ negra"": 654, ""spray enfundada plata oro b114 / B115"": 1432, ""tapa flip on top blanca (B053) negra (J010)"": 530, ""tapa ciega blanca (H012)"": 461, ""difusora plastica VARIOS COLORES"": 461}"
nhp 20.xlsx,B101,BODY 60 CRISTAL,311,body-60-cc-cristal,Body 60 cc Cristal,1.0,311,No,"{""crema premium blanca (B040) negra (B041)"": 1369, ""crema gota gota negra/blanca"": 841, ""crema gota gota ENFUNDADA"": 1432, ""spray blanca/ negra"": 654, ""spray enfundada plata oro b114 / B115"": 1432, ""tapa flip on top blanca (B053) negra (J010)"": 530, ""tapa ciega blanca (H012)"": 461, ""difusora plastica VARIOS COLORES"": 461}"
nhp 20.xlsx,B103,BODY 60 AMBAR,328,body-60-cc-ambar,Body 60 cc Ambar,1.0,328,No,"{""crema premium blanca (B040) negra (B041)"": 1386, ""crema gota gota negra/blanca"": 858, ""crema gota gota ENFUNDADA"": 1449, ""spray blanca/ negra"": 671, ""spray enfundada plata oro b114 / B115"": 1449, ""tapa flip on top blanca (B053) negra (J010)"": 547, ""tapa ciega blanca (H012)"": 478, ""difusora plastica VARIOS COLORES"": 478}"
nhp 20.xlsx,B102,BODY 60 BLANCO,328,body-60-cc-blanco,Body 60 cc Blanco,1.0,328,No,"{""crema premium blanca (B040) negra (B041)"": 1386, ""crema gota gota negra/blanca"": 858, ""crema gota gota ENFUNDADA"": 1449, ""spray blanca/ negra"": 671, ""spray enfundada plata oro b114 / B115"": 1449, ""tapa flip on top blanca (B053) negra (J010)"": 547, ""tapa ciega blanca (H012)"": 478, ""difusora plastica VARIOS COLORES"": 478}"
nhp 20.xlsx,B082,HEAVEN 60 CRISTAL ,325,heaven-60-cc-cristal,Heaven 60 cc Cristal,1.0,325,No,"{""crema premium blanca (B040) negra (B041)"": 1383, ""crema gota gota negra/blanca"": 855, ""crema gota gota ENFUNDADA"": 1446, ""spray blanca/ negra"": 668, ""spray enfundada plata oro b114 / B115"": 1446, ""tapa flip on top blanca (B053) negra (J010)"": 544, ""tapa ciega blanca (H012)"": 475, ""difusora plastica VARIOS COLORES"": 475}"
nhp 20.xlsx,B032,HEAVEN 60 BLANCO,330,heaven-60-cc-blanco,Heaven 60 cc Blanco,1.0,330,No,"{""crema premium blanca (B040) negra (B041)"": 1388, ""crema gota gota negra/blanca"": 860, ""crema gota gota ENFUNDADA"": 1451, ""spray blanca/ negra"": 673, ""spray enfundada plata oro b114 / B115"": 1451, ""tapa flip on top blanca (B053) negra (J010)"": 549, ""tapa ciega blanca (H012)"": 480, ""difusora plastica VARIOS COLORES"": 480}"
nhp 20.xlsx,B038,HEAVEN 60 AMBAR,330,heaven-60-cc-ambar,Heaven 60 cc Ambar,1.0,330,No,"{""crema premium blanca (B040) negra (B041)"": 1388, ""crema gota gota negra/blanca"": 860, ""crema gota gota ENFUNDADA"": 1451, ""spray blanca/ negra"": 673, ""spray enfundada plata oro b114 / B115"": 1451, ""tapa flip on top blanca (B053) negra (J010)"": 549, ""tapa ciega blanca (H012)"": 480, ""difusora plastica VARIOS COLORES"": 480}"
nhp 20.xlsx,B105,HEAVEN 50 CRISTAL,311,heaven-50-cc-cristal-pet,Heaven 50 cc Cristal PET,1.0,311,No,"{""crema premium blanca (B040) negra (B041)"": 1369, ""crema gota gota negra/blanca"": 841, ""crema gota gota ENFUNDADA"": 1432, ""spray blanca/ negra"": 654, ""spray enfundada plata oro b114 / B115"": 1432, ""tapa flip on top blanca (B053) negra (J010)"": 530, ""tapa ciega blanca (H012)"": 461, ""difusora plastica VARIOS COLORES"": 461}"
nhp 20.xlsx,B069,HEAVEN 30  CRISTAL ,280,heaven-30-cc-cristal,Heaven 30 cc Cristal,1.0,280,No,"{""crema premium blanca (B040) negra (B041)"": 1338, ""crema gota gota negra/blanca"": 810, ""crema gota gota ENFUNDADA"": 1401, ""spray blanca/ negra"": 623, ""spray enfundada plata oro b114 / B115"": 1401, ""tapa flip on top blanca (B053) negra (J010)"": 499, ""tapa ciega blanca (H012)"": 430, ""difusora plastica VARIOS COLORES"": 430}"
nhp 20.xlsx,B031,HEAVEN 30  BLANCO,311,heaven-30-cc-blanco,Heaven 30 cc Blanco,1.0,311,No,"{""crema premium blanca (B040) negra (B041)"": 1369, ""crema gota gota negra/blanca"": 841, ""crema gota gota ENFUNDADA"": 1432, ""spray blanca/ negra"": 654, ""spray enfundada plata oro b114 / B115"": 1432, ""tapa flip on top blanca (B053) negra (J010)"": 530, ""tapa ciega blanca (H012)"": 461, ""difusora plastica VARIOS COLORES"": 461}"
nhp 20.xlsx,B113,HEAVEN 30  NEGRO,311,heaven-30-cc-negro,Heaven 30 cc Negro,1.0,311,No,"{""crema premium blanca (B040) negra (B041)"": 1369, ""crema gota gota negra/blanca"": 841, ""crema gota gota ENFUNDADA"": 1432, ""spray blanca/ negra"": 654, ""spray enfundada plata oro b114 / B115"": 1432, ""tapa flip on top blanca (B053) negra (J010)"": 530, ""tapa ciega blanca (H012)"": 461, ""difusora plastica VARIOS COLORES"": 461}"
nhp 20.xlsx,B097,HEAVEN 30 AMBAR,311,heaven-30-cc-ambar,Heaven 30 cc Ambar,1.0,311,No,"{""crema premium blanca (B040) negra (B041)"": 1369, ""crema gota gota negra/blanca"": 841, ""crema gota gota ENFUNDADA"": 1432, ""spray blanca/ negra"": 654, ""spray enfundada plata oro b114 / B115"": 1432, ""tapa flip on top blanca (B053) negra (J010)"": 530, ""tapa ciega blanca (H012)"": 461, ""difusora plastica VARIOS COLORES"": 461}"
nhp 20.xlsx,C023,MILANO 20 CRISTAL,450,milano-20-cc-cristal,Milano 20 cc Cristal,1.0,450,No,"{""crema premium blanca (B040) negra (B041)"": 1508, ""crema gota gota negra/blanca"": 980, ""crema gota gota ENFUNDADA"": 1571, ""spray blanca/ negra"": 793, ""spray enfundada plata oro b114 / B115"": 1571, ""tapa flip on top blanca (B053) negra (J010)"": 669, ""tapa ciega blanca (H012)"": 600, ""difusora plastica VARIOS COLORES"": 600}"
nhp 20.xlsx,B060,COMPONENT 100 SOFT T. BLANCO,0,omega-300-cc-soap-blanco,Omega 300 cc Soap Blanco,0.667,592,Sí,{}
nhp 24.xlsx,C018,LYON 500 CRISTAL ,630,lyon-500-cc-cristal,Lyon 500 cc Cristal,1.0,630,No,"{""SPRAY    natural/ negra/blanca"": 1004, ""SPRAY ENFUNDADA plata /oro"": 1661, ""CREMA blanca/  negra"": 1128, ""CREMA ENFUNDADA plata / oro"": 1717, ""CREMA PREMIUM blanca/negra"": 1190, ""GATILLO MINI trigger negro/blanco"": 1377, ""TAPA CIEGA natural / negra / blanca"": 790, ""difusora aluminio plata / oro"": 810, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 784, ""DISK TOP negra / natural"": 794, ""FLIP TOP blanca / natural / negra"": 849, ""tapa ciega aluminio (N022)"": 810}"
nhp 24.xlsx,C019,LYON 500 AMBAR ,690,lyon-500-cc-ambar,Lyon 500 cc Ambar,1.0,690,No,"{""SPRAY    natural/ negra/blanca"": 1064, ""SPRAY ENFUNDADA plata /oro"": 1721, ""CREMA blanca/  negra"": 1188, ""CREMA ENFUNDADA plata / oro"": 1777, ""CREMA PREMIUM blanca/negra"": 1250, ""GATILLO MINI trigger negro/blanco"": 1437, ""TAPA CIEGA natural / negra / blanca"": 850, ""difusora aluminio plata / oro"": 870, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 844, ""DISK TOP negra / natural"": 854, ""FLIP TOP blanca / natural / negra"": 909, ""tapa ciega aluminio (N022)"": 870}"
nhp 24.xlsx,C021,LYON 500 BLANCO,690,lyon-500-cc-blanco,Lyon 500 cc Blanco,1.0,690,No,"{""SPRAY    natural/ negra/blanca"": 1064, ""SPRAY ENFUNDADA plata /oro"": 1721, ""CREMA blanca/  negra"": 1188, ""CREMA ENFUNDADA plata / oro"": 1777, ""CREMA PREMIUM blanca/negra"": 1250, ""GATILLO MINI trigger negro/blanco"": 1437, ""TAPA CIEGA natural / negra / blanca"": 850, ""difusora aluminio plata / oro"": 870, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 844, ""DISK TOP negra / natural"": 854, ""FLIP TOP blanca / natural / negra"": 909, ""tapa ciega aluminio (N022)"": 870}"
nhp 24.xlsx,C035,LYON 500 NEGRO,898,lyon-500-cc-negro,Lyon 500 cc negro,1.0,898,No,"{""SPRAY    natural/ negra/blanca"": 1272, ""SPRAY ENFUNDADA plata /oro"": 1929, ""CREMA blanca/  negra"": 1396, ""CREMA ENFUNDADA plata / oro"": 1985, ""CREMA PREMIUM blanca/negra"": 1458, ""GATILLO MINI trigger negro/blanco"": 1645, ""TAPA CIEGA natural / negra / blanca"": 1058, ""difusora aluminio plata / oro"": 1078, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 1052, ""DISK TOP negra / natural"": 1062, ""FLIP TOP blanca / natural / negra"": 1117, ""tapa ciega aluminio (N022)"": 1078}"
nhp 24.xlsx,C0029,VENECIA 400 FUME,777,venecia-400-cc-fume,Venecia 400 cc Fumé,1.0,777,No,"{""SPRAY    natural/ negra/blanca"": 1151, ""SPRAY ENFUNDADA plata /oro"": 1808, ""CREMA blanca/  negra"": 1275, ""CREMA ENFUNDADA plata / oro"": 1864, ""CREMA PREMIUM blanca/negra"": 1337, ""GATILLO MINI trigger negro/blanco"": 1524, ""TAPA CIEGA natural / negra / blanca"": 937, ""difusora aluminio plata / oro"": 957, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 931, ""DISK TOP negra / natural"": 941, ""FLIP TOP blanca / natural / negra"": 996, ""tapa ciega aluminio (N022)"": 957}"
nhp 24.xlsx,C030,VENECIA 400 CRISTAL,712,venecia-400-cc-cristal,Venecia 400 cc Cristal,1.0,712,No,"{""SPRAY    natural/ negra/blanca"": 1086, ""SPRAY ENFUNDADA plata /oro"": 1743, ""CREMA blanca/  negra"": 1210, ""CREMA ENFUNDADA plata / oro"": 1799, ""CREMA PREMIUM blanca/negra"": 1272, ""GATILLO MINI trigger negro/blanco"": 1459, ""TAPA CIEGA natural / negra / blanca"": 872, ""difusora aluminio plata / oro"": 892, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 866, ""DISK TOP negra / natural"": 876, ""FLIP TOP blanca / natural / negra"": 931, ""tapa ciega aluminio (N022)"": 892}"
nhp 24.xlsx,B011,OMEGA 350 CRISTAL,592,omega-350-cc-cristal,Omega 350 cc Cristal,1.0,592,No,"{""SPRAY    natural/ negra/blanca"": 966, ""SPRAY ENFUNDADA plata /oro"": 1623, ""CREMA blanca/  negra"": 1090, ""CREMA ENFUNDADA plata / oro"": 1679, ""CREMA PREMIUM blanca/negra"": 1152, ""GATILLO MINI trigger negro/blanco"": 1339, ""TAPA CIEGA natural / negra / blanca"": 752, ""difusora aluminio plata / oro"": 772, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 746, ""DISK TOP negra / natural"": 756, ""FLIP TOP blanca / natural / negra"": 811, ""tapa ciega aluminio (N022)"": 772}"
nhp 24.xlsx,B010,OMEGA 350 AMBAR,623,omega-350-cc-ambar,Omega 350 cc Ambar,1.0,623,No,"{""SPRAY    natural/ negra/blanca"": 997, ""SPRAY ENFUNDADA plata /oro"": 1654, ""CREMA blanca/  negra"": 1121, ""CREMA ENFUNDADA plata / oro"": 1710, ""CREMA PREMIUM blanca/negra"": 1183, ""GATILLO MINI trigger negro/blanco"": 1370, ""TAPA CIEGA natural / negra / blanca"": 783, ""difusora aluminio plata / oro"": 803, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 777, ""DISK TOP negra / natural"": 787, ""FLIP TOP blanca / natural / negra"": 842, ""tapa ciega aluminio (N022)"": 803}"
nhp 24.xlsx,B074,OMEGA 350 BLANCO,623,omega-350-cc-blanco,Omega 350 cc Blanco,1.0,623,No,"{""SPRAY    natural/ negra/blanca"": 997, ""SPRAY ENFUNDADA plata /oro"": 1654, ""CREMA blanca/  negra"": 1121, ""CREMA ENFUNDADA plata / oro"": 1710, ""CREMA PREMIUM blanca/negra"": 1183, ""GATILLO MINI trigger negro/blanco"": 1370, ""TAPA CIEGA natural / negra / blanca"": 783, ""difusora aluminio plata / oro"": 803, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 777, ""DISK TOP negra / natural"": 787, ""FLIP TOP blanca / natural / negra"": 842, ""tapa ciega aluminio (N022)"": 803}"
nhp 24.xlsx,C036,LYON 350 AMBAR,630,lyon-500-cc-ambar,Lyon 500 cc Ambar,0.929,690,Sí,"{""SPRAY    natural/ negra/blanca"": 1004, ""SPRAY ENFUNDADA plata /oro"": 1661, ""CREMA blanca/  negra"": 1128, ""CREMA ENFUNDADA plata / oro"": 1717, ""CREMA PREMIUM blanca/negra"": 1190, ""GATILLO MINI trigger negro/blanco"": 1377, ""TAPA CIEGA natural / negra / blanca"": 790, ""difusora aluminio plata / oro"": 810, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 784, ""DISK TOP negra / natural"": 794, ""FLIP TOP blanca / natural / negra"": 849, ""tapa ciega aluminio (N022)"": 810}"
nhp 24.xlsx,B118,OMEGA SOAP 300 CRISTAL,529,omega-soap-300-cc-cristal,Omega Soap 300 cc Cristal,1.0,529,No,"{""SPRAY    natural/ negra/blanca"": 903, ""SPRAY ENFUNDADA plata /oro"": 1560, ""CREMA blanca/  negra"": 1027, ""CREMA ENFUNDADA plata / oro"": 1616, ""CREMA PREMIUM blanca/negra"": 1089, ""GATILLO MINI trigger negro/blanco"": 1276, ""TAPA CIEGA natural / negra / blanca"": 689, ""difusora aluminio plata / oro"": 709, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 683, ""DISK TOP negra / natural"": 693, ""FLIP TOP blanca / natural / negra"": 748, ""tapa ciega aluminio (N022)"": 709}"
nhp 24.xlsx,B001,OMEGA SOAP 300 AMBAR,592,omega-500-cc-ambar,Omega 500 cc Ambar,0.8,933,Sí,"{""SPRAY    natural/ negra/blanca"": 966, ""SPRAY ENFUNDADA plata /oro"": 1623, ""CREMA blanca/  negra"": 1090, ""CREMA ENFUNDADA plata / oro"": 1679, ""CREMA PREMIUM blanca/negra"": 1152, ""GATILLO MINI trigger negro/blanco"": 1339, ""TAPA CIEGA natural / negra / blanca"": 752, ""difusora aluminio plata / oro"": 772, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 746, ""DISK TOP negra / natural"": 756, ""FLIP TOP blanca / natural / negra"": 811, ""tapa ciega aluminio (N022)"": 772}"
nhp 24.xlsx,B100,OMEGA SOAP 300 BLANCO,592,omega-500-cc-blanco,Omega 500 cc Blanco,0.811,933,Sí,"{""SPRAY    natural/ negra/blanca"": 966, ""SPRAY ENFUNDADA plata /oro"": 1623, ""CREMA blanca/  negra"": 1090, ""CREMA ENFUNDADA plata / oro"": 1679, ""CREMA PREMIUM blanca/negra"": 1152, ""GATILLO MINI trigger negro/blanco"": 1339, ""TAPA CIEGA natural / negra / blanca"": 752, ""difusora aluminio plata / oro"": 772, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 746, ""DISK TOP negra / natural"": 756, ""FLIP TOP blanca / natural / negra"": 811, ""tapa ciega aluminio (N022)"": 772}"
nhp 24.xlsx,B059,BODY 300 CRISTAL,560,body-300-cc-cristal,Body 300 cc Cristal,1.0,560,No,"{""SPRAY    natural/ negra/blanca"": 934, ""SPRAY ENFUNDADA plata /oro"": 1591, ""CREMA blanca/  negra"": 1058, ""CREMA ENFUNDADA plata / oro"": 1647, ""CREMA PREMIUM blanca/negra"": 1120, ""GATILLO MINI trigger negro/blanco"": 1307, ""TAPA CIEGA natural / negra / blanca"": 720, ""difusora aluminio plata / oro"": 740, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 714, ""DISK TOP negra / natural"": 724, ""FLIP TOP blanca / natural / negra"": 779, ""tapa ciega aluminio (N022)"": 740}"
nhp 24.xlsx,C009,ROMA  300 CRISTAL,517,roma-300-cc-cristal,Roma 300 cc Cristal,1.0,517,No,"{""SPRAY    natural/ negra/blanca"": 891, ""SPRAY ENFUNDADA plata /oro"": 1548, ""CREMA blanca/  negra"": 1015, ""CREMA ENFUNDADA plata / oro"": 1604, ""CREMA PREMIUM blanca/negra"": 1077, ""GATILLO MINI trigger negro/blanco"": 1264, ""TAPA CIEGA natural / negra / blanca"": 677, ""difusora aluminio plata / oro"": 697, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 671, ""DISK TOP negra / natural"": 681, ""FLIP TOP blanca / natural / negra"": 736, ""tapa ciega aluminio (N022)"": 697}"
nhp 24.xlsx,C033,ROMA 300 AMBAR,546,roma-300-cc-ambar,Roma 300 cc Ambar,1.0,546,No,"{""SPRAY    natural/ negra/blanca"": 920, ""SPRAY ENFUNDADA plata /oro"": 1577, ""CREMA blanca/  negra"": 1044, ""CREMA ENFUNDADA plata / oro"": 1633, ""CREMA PREMIUM blanca/negra"": 1106, ""GATILLO MINI trigger negro/blanco"": 1293, ""TAPA CIEGA natural / negra / blanca"": 706, ""difusora aluminio plata / oro"": 726, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 700, ""DISK TOP negra / natural"": 710, ""FLIP TOP blanca / natural / negra"": 765, ""tapa ciega aluminio (N022)"": 726}"
nhp 24.xlsx,C034,ROMA 300 BLANCO,546,roma-300-cc-blanco,Roma 300 cc blanco,1.0,546,No,"{""SPRAY    natural/ negra/blanca"": 920, ""SPRAY ENFUNDADA plata /oro"": 1577, ""CREMA blanca/  negra"": 1044, ""CREMA ENFUNDADA plata / oro"": 1633, ""CREMA PREMIUM blanca/negra"": 1106, ""GATILLO MINI trigger negro/blanco"": 1293, ""TAPA CIEGA natural / negra / blanca"": 706, ""difusora aluminio plata / oro"": 726, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 700, ""DISK TOP negra / natural"": 710, ""FLIP TOP blanca / natural / negra"": 765, ""tapa ciega aluminio (N022)"": 726}"
nhp 24.xlsx,C037,VENECIA 300 CRISTAL,583,venecia-300-cc-cristal,Venecia 300 cc Cristal,1.0,583,No,"{""SPRAY    natural/ negra/blanca"": 957, ""SPRAY ENFUNDADA plata /oro"": 1614, ""CREMA blanca/  negra"": 1081, ""CREMA ENFUNDADA plata / oro"": 1670, ""CREMA PREMIUM blanca/negra"": 1143, ""GATILLO MINI trigger negro/blanco"": 1330, ""TAPA CIEGA natural / negra / blanca"": 743, ""difusora aluminio plata / oro"": 763, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 737, ""DISK TOP negra / natural"": 747, ""FLIP TOP blanca / natural / negra"": 802, ""tapa ciega aluminio (N022)"": 763}"
nhp 24.xlsx,C040,VENECIA 300 FUME,670,venecia-300-cc-fume,Venecia 300 cc Fumé,1.0,670,No,"{""SPRAY    natural/ negra/blanca"": 1044, ""SPRAY ENFUNDADA plata /oro"": 1701, ""CREMA blanca/  negra"": 1168, ""CREMA ENFUNDADA plata / oro"": 1757, ""CREMA PREMIUM blanca/negra"": 1230, ""GATILLO MINI trigger negro/blanco"": 1417, ""TAPA CIEGA natural / negra / blanca"": 830, ""difusora aluminio plata / oro"": 850, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 824, ""DISK TOP negra / natural"": 834, ""FLIP TOP blanca / natural / negra"": 889, ""tapa ciega aluminio (N022)"": 850}"
nhp 24.xlsx,C011,CLASSIC ECO 260 CRISTAL,345,clasic-eco-260-cc-cristal,Clasic Eco 260 cc Cristal,0.978,485,Sí,"{""SPRAY    natural/ negra/blanca"": 719, ""SPRAY ENFUNDADA plata /oro"": 1376, ""CREMA blanca/  negra"": 843, ""CREMA ENFUNDADA plata / oro"": 1432, ""CREMA PREMIUM blanca/negra"": 905, ""GATILLO MINI trigger negro/blanco"": 1092, ""TAPA CIEGA natural / negra / blanca"": 505, ""difusora aluminio plata / oro"": 525, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 499, ""DISK TOP negra / natural"": 509, ""FLIP TOP blanca / natural / negra"": 564, ""tapa ciega aluminio (N022)"": 525}"
nhp 24.xlsx,B009,OMEGA 250 CRISTAL,498,omega-250-cc-cristal,Omega 250 cc Cristal,1.0,498,No,"{""SPRAY    natural/ negra/blanca"": 872, ""SPRAY ENFUNDADA plata /oro"": 1529, ""CREMA blanca/  negra"": 996, ""CREMA ENFUNDADA plata / oro"": 1585, ""CREMA PREMIUM blanca/negra"": 1058, ""GATILLO MINI trigger negro/blanco"": 1245, ""TAPA CIEGA natural / negra / blanca"": 658, ""difusora aluminio plata / oro"": 678, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 652, ""DISK TOP negra / natural"": 662, ""FLIP TOP blanca / natural / negra"": 717, ""tapa ciega aluminio (N022)"": 678}"
nhp 24.xlsx,B007,OMEGA 250 BLANCO,560,omega-250-cc-blanco,Omega 250 cc Blanco,1.0,560,No,"{""SPRAY    natural/ negra/blanca"": 934, ""SPRAY ENFUNDADA plata /oro"": 1591, ""CREMA blanca/  negra"": 1058, ""CREMA ENFUNDADA plata / oro"": 1647, ""CREMA PREMIUM blanca/negra"": 1120, ""GATILLO MINI trigger negro/blanco"": 1307, ""TAPA CIEGA natural / negra / blanca"": 720, ""difusora aluminio plata / oro"": 740, ""DIFUSORA PLASTICA negra / gris / humo/ blanca"": 714, ""DISK TOP negra / natural"": 724, ""FLIP TOP blanca / natural / negra"": 779, ""tapa ciega aluminio (N022)"": 740}"
